"iso_3","tax","variable","year","value","country","iso_2"
"NOR","5112 Sales","% of GDP","2007",0.031,"Norway","NO"
"NOR","5112 Sales","% of Total Revenue","2007",0.073,"Norway","NO"
"NOR","5112 Sales","% of GDP","2008",0.019,"Norway","NO"
"NOR","5112 Sales","% of Total Revenue","2008",0.046,"Norway","NO"
"NOR","5112 Sales","% of GDP","2009",0,"Norway","NO"
"NOR","5112 Sales","% of Total Revenue","2009",0,"Norway","NO"
"NOR","5112 Sales","% of GDP","2010",0.024,"Norway","NO"
"NOR","5112 Sales","% of Total Revenue","2010",0.057,"Norway","NO"
"NOR","5112 Sales","% of GDP","2011",0,"Norway","NO"
"NOR","5112 Sales","% of Total Revenue","2011",0,"Norway","NO"
"NOR","5112 Sales","% of GDP","2012",0.021,"Norway","NO"
"NOR","5112 Sales","% of Total Revenue","2012",0.052,"Norway","NO"
"NOR","5112 Sales","% of GDP","2013",0,"Norway","NO"
"NOR","5112 Sales","% of Total Revenue","2013",0,"Norway","NO"
"NOR","5112 Sales","% of GDP","2014",0.031,"Norway","NO"
"NOR","5112 Sales","% of Total Revenue","2014",0.08,"Norway","NO"
"NOR","5112 Sales","% of GDP","2015",0,"Norway","NO"
"NOR","5112 Sales","% of Total Revenue","2015",0,"Norway","NO"
"NOR","5112 Sales","% of GDP","2016",0.028,"Norway","NO"
"NOR","5112 Sales","% of Total Revenue","2016",0.072,"Norway","NO"
"NOR","5112 Sales","% of Total Revenue","2017",0.08,"Norway","NO"
"NOR","5112 Sales","% of GDP","2017",0.031,"Norway","NO"
"NOR","5112 Sales","% of Total Revenue","2018",0.073,"Norway","NO"
"NOR","5112 Sales","% of GDP","2018",0.029,"Norway","NO"
"NOR","5112 Sales","% of Total Revenue","2019",0.076,"Norway","NO"
"NOR","5112 Sales","% of GDP","2019",0.03,"Norway","NO"
"NOR","5121 Excise","% of GDP","2000",3.64,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2000",8.738,"Norway","NO"
"NOR","5121 Excise","% of GDP","2001",3.475,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2001",8.297,"Norway","NO"
"NOR","5121 Excise","% of GDP","2002",3.532,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2002",8.366,"Norway","NO"
"NOR","5121 Excise","% of GDP","2003",3.497,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2003",8.413,"Norway","NO"
"NOR","5121 Excise","% of GDP","2004",3.414,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2004",8.068,"Norway","NO"
"NOR","5121 Excise","% of GDP","2005",3.154,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2005",7.413,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2006",7.119,"Norway","NO"
"NOR","5121 Excise","% of GDP","2006",3.04,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2007",7.196,"Norway","NO"
"NOR","5121 Excise","% of GDP","2007",3.023,"Norway","NO"
"NOR","5121 Excise","% of GDP","2008",2.74,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2008",6.639,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2009",7.188,"Norway","NO"
"NOR","5121 Excise","% of GDP","2009",2.955,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2010",7.046,"Norway","NO"
"NOR","5121 Excise","% of GDP","2010",2.945,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2011",6.574,"Norway","NO"
"NOR","5121 Excise","% of GDP","2011",2.756,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2012",6.298,"Norway","NO"
"NOR","5121 Excise","% of GDP","2012",2.608,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2013",6.42,"Norway","NO"
"NOR","5121 Excise","% of GDP","2013",2.556,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2014",6.57,"Norway","NO"
"NOR","5121 Excise","% of GDP","2014",2.546,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2015",6.596,"Norway","NO"
"NOR","5121 Excise","% of GDP","2015",2.534,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2016",6.597,"Norway","NO"
"NOR","5121 Excise","% of GDP","2016",2.565,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2017",6.358,"Norway","NO"
"NOR","5121 Excise","% of GDP","2017",2.466,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2018",6.012,"Norway","NO"
"NOR","5121 Excise","% of GDP","2018",2.379,"Norway","NO"
"NOR","5121 Excise","% of Total Revenue","2019",5.635,"Norway","NO"
"NOR","5121 Excise","% of GDP","2019",2.25,"Norway","NO"
"POL","5000 Consumption","% of GDP","2000",11.63,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2000",35.311,"Poland","PL"
"POL","5000 Consumption","% of GDP","2001",11.538,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2001",35.075,"Poland","PL"
"POL","5000 Consumption","% of GDP","2002",12.187,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2002",36.892,"Poland","PL"
"POL","5000 Consumption","% of GDP","2003",12.217,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2003",37.603,"Poland","PL"
"POL","5000 Consumption","% of GDP","2004",12.155,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2004",38.081,"Poland","PL"
"POL","5000 Consumption","% of GDP","2005",12.63,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2005",38.318,"Poland","PL"
"POL","5000 Consumption","% of GDP","2006",12.885,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2006",38.337,"Poland","PL"
"POL","5000 Consumption","% of GDP","2007",13.184,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2007",38.079,"Poland","PL"
"POL","5000 Consumption","% of GDP","2008",13.176,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2008",38.619,"Poland","PL"
"POL","5000 Consumption","% of GDP","2009",11.685,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2009",37.452,"Poland","PL"
"POL","5000 Consumption","% of GDP","2010",12.649,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2010",40.335,"Poland","PL"
"POL","5000 Consumption","% of GDP","2011",12.737,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2011",40.057,"Poland","PL"
"POL","5000 Consumption","% of GDP","2012",11.919,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2012",37.193,"Poland","PL"
"POL","5000 Consumption","% of GDP","2013",11.695,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2013",36.694,"Poland","PL"
"POL","5000 Consumption","% of GDP","2014",11.791,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2014",36.965,"Poland","PL"
"POL","5000 Consumption","% of GDP","2015",11.893,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2015",36.663,"Poland","PL"
"POL","5000 Consumption","% of GDP","2016",12.39,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2016",37.085,"Poland","PL"
"POL","5000 Consumption","% of GDP","2017",12.762,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2017",37.399,"Poland","PL"
"POL","5000 Consumption","% of GDP","2018",13.074,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2018",37.185,"Poland","PL"
"POL","5000 Consumption","% of GDP","2019",8.522,"Poland","PL"
"POL","5000 Consumption","% of Total Revenue","2019",24.083,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2000",20.978,"Poland","PL"
"POL","5111 VAT","% of GDP","2000",6.909,"Poland","PL"
"POL","5111 VAT","% of GDP","2001",6.771,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2001",20.583,"Poland","PL"
"POL","5111 VAT","% of GDP","2002",7.169,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2002",21.703,"Poland","PL"
"POL","5111 VAT","% of GDP","2003",7.118,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2003",21.908,"Poland","PL"
"POL","5111 VAT","% of GDP","2004",7.099,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2004",22.242,"Poland","PL"
"POL","5111 VAT","% of GDP","2005",7.651,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2005",23.214,"Poland","PL"
"POL","5111 VAT","% of GDP","2006",8.058,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2006",23.974,"Poland","PL"
"POL","5111 VAT","% of GDP","2007",8.239,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2007",23.797,"Poland","PL"
"POL","5111 VAT","% of GDP","2008",7.922,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2008",23.218,"Poland","PL"
"POL","5111 VAT","% of GDP","2009",7.256,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2009",23.256,"Poland","PL"
"POL","5111 VAT","% of GDP","2010",7.591,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2010",24.207,"Poland","PL"
"POL","5111 VAT","% of GDP","2011",7.828,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2011",24.618,"Poland","PL"
"POL","5111 VAT","% of GDP","2012",7.135,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2012",22.265,"Poland","PL"
"POL","5111 VAT","% of GDP","2013",7.038,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2013",22.081,"Poland","PL"
"POL","5111 VAT","% of GDP","2014",7.13,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2014",22.353,"Poland","PL"
"POL","5111 VAT","% of GDP","2015",6.99,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2015",21.548,"Poland","PL"
"POL","5111 VAT","% of GDP","2016",7.23,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2016",21.64,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2017",22.782,"Poland","PL"
"POL","5111 VAT","% of GDP","2017",7.774,"Poland","PL"
"POL","5111 VAT","% of GDP","2018",8.121,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2018",23.099,"Poland","PL"
"POL","5111 VAT","% of Total Revenue","2019",22.641,"Poland","PL"
"POL","5111 VAT","% of GDP","2019",8.012,"Poland","PL"
"POL","5112 Sales","% of GDP","2000",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2000",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2001",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2001",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2002",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2002",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2003",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2003",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2004",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2004",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2005",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2005",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2006",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2006",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2007",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2007",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2008",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2008",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2009",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2009",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2010",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2010",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2011",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2011",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2012",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2012",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2013",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2013",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2014",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2014",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2015",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2015",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2016",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2016",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2017",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2017",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2018",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2018",0,"Poland","PL"
"POL","5112 Sales","% of Total Revenue","2019",0,"Poland","PL"
"POL","5112 Sales","% of GDP","2019",0,"Poland","PL"
"POL","5121 Excise","% of GDP","2000",3.637,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2000",11.043,"Poland","PL"
"POL","5121 Excise","% of GDP","2001",3.707,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2001",11.268,"Poland","PL"
"POL","5121 Excise","% of GDP","2002",3.947,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2002",11.949,"Poland","PL"
"POL","5121 Excise","% of GDP","2003",4.093,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2003",12.597,"Poland","PL"
"POL","5121 Excise","% of GDP","2004",4.229,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2004",13.248,"Poland","PL"
"POL","5121 Excise","% of GDP","2005",4.289,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2005",13.014,"Poland","PL"
"POL","5121 Excise","% of GDP","2006",4.131,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2006",12.291,"Poland","PL"
"POL","5121 Excise","% of GDP","2007",4.158,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2007",12.009,"Poland","PL"
"POL","5121 Excise","% of GDP","2008",4.41,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2008",12.926,"Poland","PL"
"POL","5121 Excise","% of GDP","2009",3.714,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2009",11.904,"Poland","PL"
"POL","5121 Excise","% of GDP","2010",4.291,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2010",13.682,"Poland","PL"
"POL","5121 Excise","% of GDP","2011",4.152,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2011",13.057,"Poland","PL"
"POL","5121 Excise","% of GDP","2012",4.058,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2012",12.662,"Poland","PL"
"POL","5121 Excise","% of GDP","2013",4.002,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2013",12.557,"Poland","PL"
"POL","5121 Excise","% of GDP","2014",3.902,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2014",12.233,"Poland","PL"
"POL","5121 Excise","% of GDP","2015",3.923,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2015",12.095,"Poland","PL"
"POL","5121 Excise","% of GDP","2016",4.064,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2016",12.165,"Poland","PL"
"POL","5121 Excise","% of GDP","2017",3.969,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2017",11.631,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2018",11.018,"Poland","PL"
"POL","5121 Excise","% of GDP","2018",3.874,"Poland","PL"
"POL","5121 Excise","% of Total Revenue","2019",0,"Poland","PL"
"POL","5121 Excise","% of GDP","2019",0,"Poland","PL"
"PRT","5000 Consumption","% of GDP","2000",12.673,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2000",40.798,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2001",12.719,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2001",41.252,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2002",13.11,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2002",41.933,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2003",13.666,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2003",43.579,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2004",12.985,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2004",43.033,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2005",44.145,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2005",13.609,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2006",44.163,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2006",13.836,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2007",13.341,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2007",41.932,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2008",12.977,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2008",40.95,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2009",11.662,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2009",38.979,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2010",12.349,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2010",40.545,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2011",12.972,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2011",40.108,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2012",13.038,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2012",41.001,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2013",12.803,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2013",37.624,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2014",13.084,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2014",38.267,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2015",13.331,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2015",38.761,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2016",13.504,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2016",39.645,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2017",13.674,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2017",40.074,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2018",13.87,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2018",39.832,"Portugal","PT"
"PRT","5000 Consumption","% of GDP","2019",13.956,"Portugal","PT"
"PRT","5000 Consumption","% of Total Revenue","2019",40.05,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2000",24.402,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2000",7.58,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2001",7.381,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2001",23.938,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2002",7.484,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2002",23.937,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2003",7.583,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2003",24.181,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2004",7.599,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2004",25.183,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2005",8.2,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2005",26.599,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2006",8.278,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2006",26.424,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2007",8.168,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2007",25.674,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2008",8.053,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2008",25.414,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2009",6.824,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2009",22.809,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2010",7.531,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2010",24.726,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2011",8.101,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2011",25.047,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2012",8.316,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2012",26.151,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2013",23.631,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2013",8.041,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2014",24.813,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2014",8.484,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2015",24.865,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2015",8.551,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2016",24.822,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2016",8.455,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2017",25.142,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2017",8.579,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2018",25.113,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2018",8.744,"Portugal","PT"
"PRT","5111 VAT","% of Total Revenue","2019",25.449,"Portugal","PT"
"PRT","5111 VAT","% of GDP","2019",8.868,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2000",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2000",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2001",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2001",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2002",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2002",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2003",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2003",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2004",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2004",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2005",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2005",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2006",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2006",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2007",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2007",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2008",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2008",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2009",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2009",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2010",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2010",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2011",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2011",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2012",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2012",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2013",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2013",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2014",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2014",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2015",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2015",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2016",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2016",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2017",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2017",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2018",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2018",0,"Portugal","PT"
"PRT","5112 Sales","% of Total Revenue","2019",0,"Portugal","PT"
"PRT","5112 Sales","% of GDP","2019",0,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2000",3.505,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2000",11.285,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2001",3.686,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2001",11.955,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2002",3.821,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2002",12.223,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2003",3.81,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2003",12.15,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2004",3.76,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2004",12.459,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2005",3.668,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2005",11.9,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2006",3.713,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2006",11.851,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2007",3.385,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2007",10.641,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2008",3.137,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2008",9.9,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2009",3.031,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2009",10.129,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2010",3.154,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2010",10.356,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2011",3.048,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2011",9.423,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2012",2.837,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2012",8.923,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2013",2.742,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2013",8.058,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2014",2.789,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2014",8.157,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2015",2.9,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2015",8.432,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2016",3.115,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2016",9.146,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2017",3.126,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2017",9.162,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2018",3.05,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2018",8.758,"Portugal","PT"
"PRT","5121 Excise","% of GDP","2019",2.914,"Portugal","PT"
"PRT","5121 Excise","% of Total Revenue","2019",8.362,"Portugal","PT"
"SVK","5000 Consumption","% of GDP","2000",12.205,"Slovak Republic","SK"
"SVK","5000 Consumption","% of Total Revenue","2000",36.289,"Slovak Republic","SK"
"SVK","5000 Consumption","% of GDP","2001",11.094,"Slovak Republic","SK"
"SVK","5000 Consumption","% of Total Revenue","2001",33.923,"Slovak Republic","SK"
"SVK","5000 Consumption","% of GDP","2002",11.294,"Slovak Republic","SK"
"SVK","5000 Consumption","% of Total Revenue","2002",34.402,"Slovak Republic","SK"
"SVK","5000 Consumption","% of GDP","2003",11.802,"Slovak Republic","SK"
"SVK","5000 Consumption","% of Total Revenue","2003",36.256,"Slovak Republic","SK"
"SVK","5000 Consumption","% of GDP","2004",12.147,"Slovak Republic","SK"
